Language_name	Example_number	Example_type	Primary_text	Original_orthography	Analyzed_text	Gloss	Translation
Mandarin Chinese	257	Constructed by native speaker linguist	Chēzi zàohǎo le.	车子造好了。	chezi zao-hao-le	car make-finished-CRS	The car is made.
Mandarin Chinese	258	Constructed by linguist	Wǒmen shāsǐ le dírén.	我们杀死了敌人。	women shasi-le diren	1PL kill-PERF enemy	We killed the enemy.
Mandarin Chinese	259	Constructed by native speaker linguist	Chē bèi wǒmen zào chūlái le.	车被我们造出来了。	che bei women zao-chulai-le	car BEI 1PL make-come.out-PERF	The car has been made by us.
Mandarin Chinese	260	Constructed by linguist	Zhèzhǒng chēzǐ zhuāngqǐlái hěn máfan.	这种车子装起来很麻烦。	zhe-zhong chezi zhuang-qilai hen mafan	this-kind truck load-APPL very troublesome	It is not easy to load this kind of truck.
Mandarin Chinese	261	Constructed by native speaker linguist	Qìchē zào qǐlái róngyì.	汽车造起来容易。	qiche zao-qilai rongyi	car make-APPL easy	It's easy to make cars.
Mandarin Chinese	262	Constructed by linguist	Wǒ xiāo le píngguǒ pí.	我削了苹果皮。	wo xiao-le pingguo pi	1SG peel-PERF apple skin	I peeled the apple.
Mandarin Chinese	263	Constructed by linguist	Tā yǐjīng bǎ nánguā pí xiāo le.	他已经把南瓜皮削了。	ta yijing ba nangua pi xiao-le	3SG already BA pumpkin skin peel-PERF	He has peeled the pumpkin.
Mandarin Chinese	264	Constructed by linguist	Dìdi bǎ tàidíxióng wán huài le.	弟弟把泰迪熊玩坏了。	didi ba taidixiong wan huai-le	younger.brother BA teddy.bear play broken-PERF	My younger brother played with the teddy bear and made it broken.
Mandarin Chinese	265	Constructed by linguist	Bàba bǎ zhuōzi tuīkāi.	爸爸把桌子推开。	baba ba zhuozi tui-kai	Dad BA table push-away	Dad pushed the table away.
Mandarin Chinese	266	Constructed by linguist	Bǎ shū fàng zài zhuō shàng.	把书放在桌上。	ba shu fang-zai zhuo-shang	BA book put-on desk-top	Put the book on the desk.
Mandarin Chinese	267	Constructed by native speaker linguist	Tā bǎ xiǎogǒu dàilái le.	他把小狗带来了。	ta ba xiao-gou dai-lai-le	3SG BA little-dog carry-come-PERF	He has carried the little dog here.
Mandarin Chinese	268	Constructed by linguist	Jǐngchá zài sōuxún xiányífàn.	警察在搜寻嫌疑犯。	jingcha zai souxun xianyifan	police PRES search.for suspect	The police are searching for the suspect.
Mandarin Chinese	269	Constructed by native speaker linguist	Xiǎogǒu bèi tā dàizǒu le.	小狗被她带走了。	xiaogou bei ta dai-zou-le	puppy BEI she carry-away-PERF	The puppy was carried away by her.
Mandarin Chinese	270	Constructed by linguist	Wǒ yǐjīng bǎ húzi guā le.	我已经把胡子刮了。	wo yijing ba huzi gua-le	1SG already BA beard shave-PERF	I have shaved my beard already.
Mandarin Chinese	271	Constructed by native speaker linguist	Zhèzhǒng shǒuqiāng xiédài qǐlái fāngbiàn.	这种手枪携带起来方便。	zhe-zhong shouqiang xiedai-qilai fangbian	this-kind handgun carry-APPL convenient	This kind of handgun is convenient for carrying. / It is convenient to carry this kind of handgun.
Mandarin Chinese	272	Constructed by native speaker linguist	Zhè shān pá qǐlái róngyì.	这山爬起来容易。	zhe shan pa-qilai rongyi	this mountain climb-APPL easy	This mountain is easy to climb. / It's easy to climb up the mountain.
Mandarin Chinese	273	Constructed by native speaker linguist	Fàn bèi wǒ zhǔ hú le.	饭被我煮糊了。	fan bei wo zhu-hu-le	rice BEI 1SG cook-burnt-CRS	The rice was burnt by me. / I cooked but burnt the rice.
Mandarin Chinese	274	Constructed by native speaker linguist	Tā cóng wǒzhèlǐ názǒu le qián.	她从我这里拿走了钱。	ta cong wo-zheli nazou-le qian	3SG from 1SG-here take-PERF money	She took away the money from me.
Mandarin Chinese	275	Constructed by linguist	Wǒ bǎ zhuōzi cā le.	我把桌子擦了。	wo ba zhuozi ca-le	1SG BA table wipe-PERF	I wiped the table.
Mandarin Chinese	276	Constructed by native speaker linguist	Jìnkǒu níuròu zhǔ qǐlái gèng róngyì.	进口牛肉煮起来更容易。	jinkou niurou zhu-qilai geng rongyi	imported beef cook-APPL more easy	It is easier to cook imported beef. / Imported beef is easier to cook.
Mandarin Chinese	277	Constructed by linguist	Wǒ bǎ nàgè píngguǒ chī le.	我把那个苹果吃了。	wo ba na-ge pingguo chi-le	1SG BA that-CL apple eat-PERF	I ate that apple.
Mandarin Chinese	278	Constructed by native speaker linguist	Jǐngchá yòng báibù gài shītǐ.	警察用白布盖尸体。	jingcha yong baibu gai shiti	policeman use white.cloth cover dead.body	The policeman covered the dead body with white cloth.
Mandarin Chinese	279	Constructed by linguist	Yīguō fàn chī shígè rén.	一锅饭吃十个人。	yi-guo fan chi shi-ge ren	one-CL rice eat ten-CL person	A pot of rice is to serve ten prsons. / A pot of rice is for ten people to eat.
Mandarin Chinese	280	Constructed by native speaker linguist	Shītǐ bèi jǐngchá yòng báibù gài qǐlái le.	尸体被警察用白布盖起来了。	shiti bei jingcha yong baibu gai-qilai-le	dead.body BEI policeman use white.cloth cover-APPL-CRS	The dead body was covered with white cloth by the policeman.
Mandarin Chinese	281	Constructed by linguist	Nàgè píngguǒ bèi wǒ chī le.	那个苹果被我吃了。	na-ge pingguo bei wo chi-le	that-CL apple BEI 1SG eat-PERF	That apple was eaten by me. / I ate that apple.
Mandarin Chinese	282	Constructed by native speaker linguist	Dàchē gài qǐlái máfánxiē.	大车盖起来麻烦些。	da-che gai-qilai mafanxie	big-car cover-APPL more.troublesome	It's more difficult to cover up big cars.
Mandarin Chinese	283	Constructed by linguist	Wǒ chī le tā sāngè píngguǒ.	我吃了她三个苹果。	wo chi-le ta san-ge pingguo	1SG eat-PERF she three-CL apple	I ate three of her apples.
Mandarin Chinese	284	Constructed by native speaker linguist	Ròu qiē le.	肉切了。	rou qie-le	meat cut-CRS	The meat is cut.
Mandarin Chinese	285	Constructed by linguist	Wǒ bǎ tā kàn le yīxià.	我把她看了一下。	wo ba ta kan-le yi-xia	1SG BA her look.at-PERF one-CL	I gave her a look.
Mandarin Chinese	286	Constructed by native speaker linguist	Shuǐgāng zhuāngmǎn le.	水缸装满了。	shuigang zhuangman-le	water.jar fill-CRS	The water jar is filled. / The water jar is full.
Mandarin Chinese	287	Constructed by linguist	Hǎidào chén le chuán.	海盗沉了船。	haidao chen-le chuan	pirate sink-PERF boat	The pirates sank the boat.
Mandarin Chinese	288	Constructed by native speaker linguist	*Wǒ bǎ yītóu níu kànjiàn le.	我把一头牛看见了。	*wo ba yi-tou niu kanjian-le	1SG BA one-CL cow see-PERF	I saw a cow.
Mandarin Chinese	289	Constructed by linguist	Nǐ bǎ háizi jiāo huài le.	你把孩子教坏了。	ni ba haizi jiao huai le	2SG BA kid teach bad PERF	You have taught the kid in such a way that he has turned bad. / Your teaching has made the kid bad.
Mandarin Chinese	290	Constructed by native speaker linguist	Cūnzi lǐ chūxiàn le yīzhī lǎohǔ.	村子里出现了一只老虎。	cunzi-li chuxian-le yi-zhi laohu	village-inside appear-PERF one-CL tiger	In the village appeared a tiger. / There appeared a tiger in the village.
Mandarin Chinese	291	Constructed by native speaker linguist	Shū fàng(zài) zhuōshàng.	书放在桌上。	shu fang (zai) zhuo-shang	book put (PREP) desk-top	The book is placed on the desk.
Mandarin Chinese	292	Constructed by native speaker linguist	Cūnzǐli sǐle yīgè lǎorén.	村子里死了一个老人。	cunzi-li si-le yi-ge lao-ren	village-inside die-PERF one-CL old-person	An old man died in the village.
Mandarin Chinese	293	Constructed by native speaker linguist	Yīgè lǎorén sǐzàile cūnzǐli.	一个老人死在了村子里。	yi-ge laoren si-zai-le cunzi-li	one-CL old.person die-PREP-PERF village-inside	An old man died in the village.
Mandarin Chinese	294	Constructed by linguist	Nàgè túfū qiē le tā liǎngkuài zhūròu.	那个屠夫切了他两块猪肉。	na-ge tufu qie-le ta liang-kuai zhurou	that-CL butcher cut-PERF 3SG two-CL pork	That butcher cut two pieces of pork for him. / That butcher cut two pieces of pork and gave them to him.
Mandarin Chinese	295	Constructed by linguist	Tā wā(zǒu)le wǒ jǐ kǎchē tǔdòu.	他挖了我几卡车土豆。	ta wa(zou)-le wo ji kache tudou	3SG dig(away)-PERF 1SG several truck potato	He dug several trucks of potatoes of mine and took them away.
Mandarin Chinese	296	Constructed by linguist	Māma rēngle wǒ yīgè qíu.	妈妈扔了我一个球。	mama reng-le wo yi-ge qiu	Mom throw-PERF 1SG one-CL ball	Mom threw a ball to me. / Mom threw me a ball.
Mandarin Chinese	297	Constructed by native speaker linguist	*Qián gěi le tā.	钱给了他。	*qian gei-le ta	money give-PERF him	The money was given to him.
Mandarin Chinese	298	Constructed by native speaker linguist	Tā yǐjīng bǎ nánguā xiāo le pí.	他已经把南瓜削了皮。	ta yijing ba nangua xiao-le pi	3SG already BA pumpkin peel-PERF skin	He has peeled the pumpkin. / He has peeled the skin off the pumpkin.
Mandarin Chinese	299	Constructed by native speaker linguist	*Jǐngchá bǎ xiányífàn sōuxún le.	*警察把嫌疑犯搜寻了。	*jingcha ba xianyifan souxun-le	police BA suspect search.for-PERF	*The police have searched for the suspect.
Mandarin Chinese	300	Constructed by native speaker linguist	Duì chūxuézhě láishuō，diànzǐyóujiàn fā qǐlái jiùshì máfan.	对初学者来说，电子邮件发起来就是麻烦。	dui chuxuezhe laishuo, dianziyoujian fa-qilai jiushi mafan	to beginners speaking.of, email send-APPL just troublesome	To beginners, it is just troublesome to send an email. / It is just difficult for beginners to learn to send emails."
Mandarin Chinese	301	Constructed by native speaker linguist	Zhè bǎ tìxūdāo bèi wǒ guā huài le.	这把剃须刀被我刮坏了。	zhe-ba tixudao bei wo gua-huai-le	this-CL shaver BEI 1SG shave-broken-PERF	I have broken this shaver.
Mandarin Chinese	302	Constructed by native speaker linguist	Zhèkǒu guō yóu tài hòu, cā qǐlái bú róngyì.	这口锅油太厚，擦起来不容易。	zhe-kou guo you tai hou, ca-qilai bu rongyi	this-CL pot oil too thick, wipe-APPL not easy	The pot is too oily that it is not easy to wipe it clean.
Mandarin Chinese	303	Constructed by native speaker linguist	*Liǎngmén shǒuyì jiāo le.	两门手艺教了。	*liang-men shouyi jiao-le	two-CL skills teach-PERF	Two skills have been taught.
